Week,Campaign,Ad group,Keyword type,Search Keyword,Currency,Clicks,Impressions,Cost ($),Leads,Prospects,Payment ($),Payment Date,Country
15-Mar-21,EK_Generic_Tri-Tok_Reservation_UK,Reservation_Management_System_Phrase,Phrase,booking management software,USD,1,28,11.15,0,0,,,USA
15-Mar-21,EK_Generic_Swimming,Pool_Reservation_Software_Exact,Exact,pool reservation software,USD,1,6,6.61,0,0,,,USA
15-Mar-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,booking management software,USD,1,27,11.32,0,0,,,USA
15-Mar-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,reservation management system,USD,1,9,10.62,0,0,,,USA
15-Mar-21,EK_Generic_Swimming,Pool_Reservation_Software_Open_Broad,Broad,#ERROR!,USD,1,3,6.95,0,0,,,USA
15-Mar-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Exact,Exact,reservation management system,USD,1,13,3.61,0,0,,,USA
15-Mar-21,EK_Generic_Swimming,Pool_Booking_App_Exact,Exact,pool booking app,USD,1,16,3.34,0,0,,,USA
15-Mar-21,EK_Generic_Swimming,Pool_Reservation_System_Exact,Exact,pool reservation system,USD,0,7,0,0,0,,,USA
15-Mar-21,EK_Generic_Tri-Tok_Reservation_Singapore,Reservation_Management_System_Exact,Exact,reservation management system,USD,0,2,0,0,0,,,USA
15-Mar-21,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Management_Software_Exact,Exact,pilates studio management software,USD,0,0,0,0,0,,,USA
15-Mar-21,EK_Generic_Swimming_UK,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,0,7,0,0,0,,,USA
15-Mar-21,EK_Generic_Tri-Tok_Reservation_UAE,Reservation_Management_System_Phrase,Phrase,booking management software,USD,0,0,0,0,0,,,USA
15-Mar-21,EK_Generic_Tri-Tok_Pilates,Pilates_Booking_System_Exact,Exact,pilates booking system,USD,0,0,0,0,0,,,USA
15-Mar-21,EK_Generic_Tri-Tok_Reservation_UK,Reservation_Management_System_Exact,Exact,reservation management system,USD,0,6,0,0,0,,,USA
15-Mar-21,EK_Generic_Swimming_Canada,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,0,1,0,0,0,,,USA
15-Mar-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Exact,Exact,yoga studio booking software,USD,0,6,0,0,0,,,USA
15-Mar-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Generic_Software_Phrase,Phrase,yoga studio management software,USD,0,4,0,0,0,,,USA
15-Mar-21,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Phrase,Phrase,pilates studio software,USD,0,0,0,0,0,,,USA
15-Mar-21,EK_Generic_Swimming,Swimming_Pool_Reservation_System_Exact,Exact,swimming pool reservation system,USD,0,1,0,0,0,,,USA
15-Mar-21,EK_Generic_Tri-Tok_Pilates,Pilates_Management_Software_Exact,Exact,pilates management software,USD,0,0,0,0,0,,,USA
15-Mar-21,EK_Generic_Tri-Tok_Reservation_UAE,Reservation_Management_System_Phrase,Phrase,reservation management system,USD,0,0,0,0,0,,,USA
15-Mar-21,EK_Generic_Quad-Tok_Yoga_Singapore,Yoga_Studio_Booking_Software_Broad,Broad,yoga studio booking software,USD,0,1,0,0,0,,,USA
15-Mar-21,EK_Generic_Tri-Tok_Reservation_UK,Reservation_Management_System_Phrase,Phrase,reservation management system,USD,0,1,0,0,0,,,USA
15-Mar-21,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Exact,Exact,pilates studio software,USD,0,2,0,0,0,,,USA
15-Mar-21,EK_Generic_Tri-Tok_Reservation_UAE,Reservation_Management_System_Exact,Exact,reservation management system,USD,0,0,0,0,0,,,USA
15-Mar-21,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Booking_Software_Broad,Broad,pilates studio booking software,USD,0,3,0,0,0,,,USA
15-Mar-21,EK_Generic_Swimming,Pool_Scheduling_Software_Phrase,Phrase,pool scheduling software,USD,0,5,0,0,0,,,USA
15-Mar-21,EK_Generic_Tri-Tok_Reservation_Canada,Reservation_Management_System_Exact,Exact,reservation management system,USD,0,2,0,0,0,,,USA
22-Mar-21,EK_Generic_Swimming,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,12,35,50.15,0,3,"$2,388",3-Apr-21,USA
22-Mar-21,EK_Generic_Swimming,Pool_Booking_App_Exact,Exact,pool booking app,USD,3,23,13.25,0,1,,,USA
22-Mar-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Broad,Broad,yoga studio booking software,USD,11,213,84.27,0,0,,,USA
22-Mar-21,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Booking_Software_Broad,Broad,pilates studio booking software,USD,4,199,46.89,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Exact,Exact,reservation management system,USD,3,17,15.41,0,0,,,USA
22-Mar-21,EK_Generic_Swimming_Canada,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,3,3,7.89,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,reservation management system,USD,2,11,19.15,0,0,,,USA
22-Mar-21,EK_Generic_Swimming_UK,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,2,28,15.43,1,0,,,USA
22-Mar-21,EK_Generic_Swimming,Pool_Reservation_System_Exact,Exact,pool reservation system,USD,2,4,14.9,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Reservation_UAE,Reservation_Management_System_Exact,Exact,reservation management system,USD,1,3,5.21,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Reservation_Canada,Reservation_Management_System_Phrase,Phrase,reservation management system,USD,1,5,11.17,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Reservation_UK,Reservation_Management_System_Phrase,Phrase,booking management software,USD,1,28,11.1,0,0,,,USA
22-Mar-21,EK_Generic_Swimming,Pool_Reservation_Software_Open_Broad,Broad,#ERROR!,USD,1,3,13.91,0,0,,,USA
22-Mar-21,EK_Generic_Swimming_UK,Swimming_Pool_Booking_System_Exact,Exact,swimming pool booking system,USD,0,1,0,0,0,,,USA
22-Mar-21,EK_Generic_Swimming,Pool_Scheduling_Software_Phrase,Phrase,pool scheduling software,USD,0,13,0,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Reservation_Canada,Reservation_Management_System_Exact,Exact,reservation management system,USD,0,4,0,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,booking management software,USD,0,26,0,0,0,,,USA
22-Mar-21,EK_Generic_Swimming,Swimming_Pool_Reservation_System_Exact,Exact,swimming pool reservation system,USD,0,0,0,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Phrase,Phrase,pilates studio software,USD,0,0,0,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Pilates,Pilates_Booking_System_Exact,Exact,pilates booking system,USD,0,0,0,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Reservation_Canada,Reservation_Management_System_Phrase,Phrase,booking management software,USD,0,24,0,0,0,,,USA
22-Mar-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Exact,Exact,yoga studio booking software,USD,0,3,0,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Reservation_UAE,Reservation_Management_System_Phrase,Phrase,booking management software,USD,0,1,0,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Reservation_UK,Reservation_Management_System_Exact,Exact,reservation management system,USD,0,3,0,0,0,,,USA
22-Mar-21,EK_Generic_Swimming,Pool_Reservation_Software_Exact,Exact,pool reservation software,USD,0,1,0,0,0,,,USA
22-Mar-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Generic_Software_Phrase,Phrase,yoga studio management software,USD,0,1,0,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Reservation_Singapore,Reservation_Management_System_Phrase,Phrase,booking management software,USD,0,2,0,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Reservation_Singapore,Reservation_Management_System_Exact,Exact,reservation management system,USD,0,2,0,0,0,,,USA
22-Mar-21,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Management_Software_Exact,Exact,pilates studio management software,USD,0,0,0,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Yoga_Singapore,Yoga_Studio_App_Phrase,Phrase,yoga studio app,USD,0,1,0,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Reservation_UK,Reservation_Management_System_Phrase,Phrase,reservation management system,USD,0,2,0,0,0,,,USA
22-Mar-21,EK_Generic_Quad-Tok_Yoga_Singapore,Yoga_Studio_Booking_Software_Broad,Broad,yoga studio booking software,USD,0,2,0,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_Software_Exact,Exact,yoga studio software,USD,0,0,0,0,0,,,USA
22-Mar-21,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Exact,Exact,pilates studio software,USD,0,1,0,0,0,,,USA
29-Mar-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_App_Broad,Broad,yoga studio app,USD,10,129,30.2,0,0,,,USA
29-Mar-21,EK_Generic_Swimming_Singapore,Swimming_Pool_Booking_System_Exact,Exact,swimming pool booking system,USD,8,26,5.97,0,0,,,USA
29-Mar-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Broad,Broad,yoga studio booking software,USD,6,263,46.52,0,0,,,USA
29-Mar-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,booking management software,USD,3,41,32.76,0,0,,,USA
29-Mar-21,EK_Generic_Swimming_UK,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,3,4,11.37,0,0,,,USA
29-Mar-21,EK_Generic_Swimming,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,2,23,7.09,0,0,,,USA
29-Mar-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_Software_Broad,Broad,yoga studio software,USD,1,11,4.62,0,0,,,USA
29-Mar-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,reservation management system,USD,1,10,10.66,0,0,,,USA
29-Mar-21,EK_Generic_Swimming,Swimming_Pool_Booking_System_Exact,Exact,swimming pool booking system,USD,1,2,4.5,0,0,,,USA
29-Mar-21,EK_Generic_Swimming,Pool_Reservation_System_Exact,Exact,pool reservation system,USD,1,5,3.65,0,0,,,USA
29-Mar-21,EK_Generic_Swimming_Canada,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,1,4,4.97,0,0,,,USA
29-Mar-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Exact,Exact,reservation management system,USD,1,15,5.34,0,0,,,USA
29-Mar-21,EK_Generic_Swimming,Pool_Scheduling_Software_Phrase,Phrase,pool scheduling software,USD,1,3,4.46,0,0,,,USA
29-Mar-21,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Exact,Exact,pilates studio software,USD,0,0,0,0,0,,,USA
29-Mar-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_Software_Exact,Exact,yoga studio software,USD,0,1,0,0,0,,,USA
29-Mar-21,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Phrase,Phrase,pilates studio software,USD,0,0,0,0,0,,,USA
29-Mar-21,EK_Generic_Swimming_UK,Pool_Scheduling_Software_Phrase,Phrase,pool scheduling software,USD,0,0,0,0,0,,,USA
29-Mar-21,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Management_Software_Exact,Exact,pilates studio management software,USD,0,0,0,0,0,,,USA
29-Mar-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_App_Exact,Exact,yoga studio app,USD,0,2,0,0,0,,,USA
29-Mar-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Exact,Exact,yoga studio booking software,USD,0,7,0,0,0,,,USA
29-Mar-21,EK_Generic_Swimming,Pool_Reservation_Software_Exact,Exact,pool reservation software,USD,0,1,0,0,0,,,USA
29-Mar-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Generic_Software_Phrase,Phrase,yoga studio management software,USD,0,5,0,0,0,,,USA
29-Mar-21,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Booking_Software_Broad,Broad,pilates studio booking software,USD,0,34,0,0,0,,,USA
5-Apr-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Broad,Broad,yoga studio booking software,USD,11,260,89.95,0,0,,,USA
5-Apr-21,EK_Generic_Swimming_Singapore,Swimming_Pool_Booking_System_Exact,Exact,swimming pool booking system,USD,7,34,6.27,0,0,,,USA
5-Apr-21,EK_Generic_Swimming,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,4,20,10.14,0,0,,,USA
5-Apr-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,booking management software,USD,3,29,33.33,1,0,,,USA
5-Apr-21,EK_Generic_Swimming,Pool_Reservation_Software_Open_Broad,Broad,#ERROR!,USD,1,1,6.82,0,0,,,USA
5-Apr-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_App_Exact,Exact,yoga studio app,USD,1,11,3.82,0,0,,,USA
5-Apr-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Exact,Exact,yoga studio booking software,USD,1,5,23.96,1,0,,,USA
5-Apr-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_App_Phrase,Phrase,yoga studio app,USD,1,8,2.67,0,0,,,USA
5-Apr-21,EK_Generic_Swimming_Singapore,Swimming_Pool_Reservation_System_Exact,Exact,swimming pool reservation system,USD,0,1,0,0,0,,,USA
5-Apr-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_Software_Exact,Exact,yoga studio software,USD,0,4,0,0,0,,,USA
5-Apr-21,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Exact,Exact,pilates studio software,USD,0,0,0,0,0,,,USA
5-Apr-21,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Management_Software_Exact,Exact,pilates studio management software,USD,0,1,0,0,0,,,USA
5-Apr-21,EK_Generic_Swimming,Swimming_Pool_Reservation_System_Exact,Exact,swimming pool reservation system,USD,0,2,0,0,0,,,USA
5-Apr-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,reservation management system,USD,0,12,0,0,0,,,USA
5-Apr-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_Software_Phrase,Phrase,yoga studio software,USD,0,0,0,0,0,,,USA
5-Apr-21,EK_Generic_Swimming,Pool_Scheduling_Software_Phrase,Phrase,pool scheduling software,USD,0,8,0,0,0,,,USA
5-Apr-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Exact,Exact,reservation management system,USD,0,12,0,0,0,,,USA
5-Apr-21,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Booking_Software_Broad,Broad,pilates studio booking software,USD,0,51,0,0,0,,,USA
5-Apr-21,EK_Generic_Swimming_Canada,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,0,1,0,0,0,,,USA
5-Apr-21,EK_Generic_Swimming,Pool_Reservation_Software_Exact,Exact,pool reservation software,USD,0,0,0,0,0,,,USA
5-Apr-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Generic_Software_Phrase,Phrase,yoga studio management software,USD,0,0,0,0,0,,,USA
5-Apr-21,EK_Generic_Swimming_UK,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,0,1,0,0,0,,,USA
12-Apr-21,EK_Generic_Swimming,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,5,18,10.57,0,3,,,USA
12-Apr-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,reservation management system,USD,2,6,19.64,0,1,"$2,388",1-May-21,USA
12-Apr-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Broad,Broad,yoga studio booking software,USD,9,201,71.38,1,0,,,USA
12-Apr-21,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Booking_Software_Broad,Broad,pilates studio booking software,USD,2,31,19.81,0,0,,,USA
12-Apr-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_App_Phrase,Phrase,yoga studio app,USD,2,10,4.54,0,0,,,USA
12-Apr-21,EK_Generic_Swimming_Singapore,Swimming_Pool_Booking_System_Exact,Exact,swimming pool booking system,USD,1,15,0.71,0,0,,,USA
12-Apr-21,EK_Generic_Swimming_UK,Swimming_Pool_Booking_System_Exact,Exact,swimming pool booking system,USD,1,1,0.74,0,0,,,USA
12-Apr-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_App_Exact,Exact,yoga studio app,USD,1,6,3.42,0,0,,,USA
12-Apr-21,EK_Generic_Swimming,Pool_Reservation_Software_Exact,Exact,pool reservation software,USD,1,1,6.4,0,0,,,USA
12-Apr-21,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Phrase,Phrase,pilates studio software,USD,0,0,0,0,0,,,USA
12-Apr-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,booking management software,USD,0,15,0,0,0,,,USA
12-Apr-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_Software_Exact,Exact,yoga studio software,USD,0,3,0,0,0,,,USA
12-Apr-21,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Exact,Exact,pilates studio software,USD,0,0,0,0,0,,,USA
12-Apr-21,EK_Generic_Swimming,Pool_Reservation_System_Exact,Exact,pool reservation system,USD,0,1,0,0,0,,,USA
12-Apr-21,EK_Generic_Swimming,Pool_Scheduling_Software_Phrase,Phrase,pool scheduling software,USD,0,1,0,0,0,,,USA
12-Apr-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Exact,Exact,reservation management system,USD,0,8,0,0,0,,,USA
12-Apr-21,EK_Generic_Swimming_UK,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,0,1,0,0,0,,,USA
12-Apr-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Exact,Exact,yoga studio booking software,USD,0,4,0,0,0,,,USA
12-Apr-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Generic_Software_Phrase,Phrase,yoga studio management software,USD,0,1,0,0,0,,,USA
12-Apr-21,EK_Generic_Swimming_Canada,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,0,1,0,0,0,,,USA
19-Apr-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Broad,Broad,yoga studio booking software,USD,4,199,29.65,0,1,,,USA
19-Apr-21,EK_Generic_Swimming_Singapore,Swimming_Pool_Booking_System_Exact,Exact,swimming pool booking system,USD,5,12,3.98,0,0,,,USA
19-Apr-21,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Booking_Software_Broad,Broad,pilates studio booking software,USD,2,47,15.85,0,0,,,USA
19-Apr-21,EK_Generic_Swimming,Swimming_Pool_Reservation_System_Exact,Exact,swimming pool reservation system,USD,1,1,1.93,0,0,,,USA
19-Apr-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,reservation management system,USD,1,8,9.67,0,0,,,USA
19-Apr-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,booking management software,USD,1,10,10.08,0,0,,,USA
19-Apr-21,EK_Generic_Swimming,Pool_Reservation_System_Exact,Exact,pool reservation system,USD,1,2,3.12,1,0,,,USA
19-Apr-21,EK_Generic_Swimming,Pool_Scheduling_Software_Phrase,Phrase,pool scheduling software,USD,1,2,4.25,0,0,,,USA
19-Apr-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_App_Phrase,Phrase,yoga studio app,USD,1,10,3.42,0,0,,,USA
19-Apr-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_App_Exact,Exact,yoga studio app,USD,1,9,3.32,0,0,,,USA
19-Apr-21,EK_Generic_Swimming,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,1,11,2.11,0,0,,,USA
19-Apr-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_Software_Exact,Exact,yoga studio software,USD,0,1,0,0,0,,,USA
19-Apr-21,EK_Generic_Swimming,Pool_Reservation_Software_Open_Broad,Broad,#ERROR!,USD,0,1,0,0,0,,,USA
19-Apr-21,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Exact,Exact,pilates studio software,USD,0,0,0,0,0,,,USA
19-Apr-21,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Phrase,Phrase,pilates studio software,USD,0,0,0,0,0,,,USA
19-Apr-21,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Management_Software_Exact,Exact,pilates studio management software,USD,0,0,0,0,0,,,USA
19-Apr-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Exact,Exact,reservation management system,USD,0,2,0,0,0,,,USA
19-Apr-21,EK_Generic_Swimming_UK,Swimming_Pool_Booking_System_Exact,Exact,swimming pool booking system,USD,0,1,0,0,0,,,USA
19-Apr-21,EK_Generic_Swimming_UK,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,0,1,0,0,0,,,USA
19-Apr-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Generic_Software_Phrase,Phrase,yoga studio management software,USD,0,0,0,0,0,,,USA
19-Apr-21,EK_Generic_Swimming_Canada,Pool_Scheduling_Software_Phrase,Phrase,pool scheduling software,USD,0,1,0,0,0,,,USA
19-Apr-21,EK_Generic_Tri-Tok_Pilates,Pilates_Booking_System_Exact,Exact,pilates booking system,USD,0,0,0,0,0,,,USA
19-Apr-21,EK_Generic_Swimming_Singapore,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,0,2,0,0,0,,,USA
19-Apr-21,EK_Generic_Swimming_Canada,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,0,5,0,0,0,,,USA
19-Apr-21,EK_Generic_Swimming,Pool_Reservation_Software_Exact,Exact,pool reservation software,USD,0,1,0,0,0,,,USA
19-Apr-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Exact,Exact,yoga studio booking software,USD,0,2,0,0,0,,,USA
26-Apr-21,EK_Generic_Swimming,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,5,26,10.42,1,0,,,USA
26-Apr-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Broad,Broad,yoga studio booking software,USD,4,264,32.79,0,0,,,USA
26-Apr-21,EK_Generic_Swimming_Singapore,Swimming_Pool_Booking_System_Exact,Exact,swimming pool booking system,USD,2,12,1.83,0,0,,,USA
26-Apr-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,booking management software,USD,2,40,21.84,0,0,,,USA
26-Apr-21,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Booking_Software_Broad,Broad,pilates studio booking software,USD,2,40,18.33,0,0,,,USA
26-Apr-21,EK_Generic_Swimming_UK,Swimming_Pool_Booking_System_Exact,Exact,swimming pool booking system,USD,1,1,1.25,0,0,,,USA
26-Apr-21,EK_Generic_Swimming,Pool_Scheduling_Software_Phrase,Phrase,pool scheduling software,USD,1,12,16.8,0,0,,,USA
26-Apr-21,EK_Generic_Swimming_Canada,Swimming_Pool_Reservation_System_Exact,Exact,swimming pool reservation system,USD,0,1,0,0,0,,,USA
26-Apr-21,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Management_Software_Exact,Exact,pilates studio management software,USD,0,0,0,0,0,,,USA
26-Apr-21,EK_Generic_Swimming,Pool_Reservation_System_Exact,Exact,pool reservation system,USD,0,4,0,0,0,,,USA
26-Apr-21,EK_Generic_Swimming,Swimming_Pool_Reservation_System_Exact,Exact,swimming pool reservation system,USD,0,2,0,0,0,,,USA
26-Apr-21,EK_Generic_Tri-Tok_Pilates,Pilates_Booking_System_Phrase,Phrase,pilates booking system,USD,0,0,0,0,0,,,USA
26-Apr-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_Software_Phrase,Phrase,yoga studio software,USD,0,4,0,0,0,,,USA
26-Apr-21,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Phrase,Phrase,pilates studio software,USD,0,0,0,0,0,,,USA
26-Apr-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,reservation management system,USD,0,9,0,0,0,,,USA
26-Apr-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Exact,Exact,reservation management system,USD,0,21,0,0,0,,,USA
26-Apr-21,EK_Generic_Swimming,Pool_Booking_App_Exact,Exact,pool booking app,USD,0,6,0,0,0,,,USA
26-Apr-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_App_Phrase,Phrase,yoga studio app,USD,0,14,0,0,0,,,USA
26-Apr-21,EK_Generic_Swimming_UK,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,0,4,0,0,0,,,USA
26-Apr-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_App_Exact,Exact,yoga studio app,USD,0,7,0,0,0,,,USA
26-Apr-21,EK_Generic_Swimming_Canada,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,0,1,0,0,0,,,USA
26-Apr-21,EK_Generic_Swimming_Singapore,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,0,3,0,0,0,,,USA
26-Apr-21,EK_Generic_Swimming,Pool_Reservation_Software_Exact,Exact,pool reservation software,USD,0,1,0,0,0,,,USA
26-Apr-21,EK_Generic_Tri-Tok_Pilates,Pilates_Booking_System_Exact,Exact,pilates booking system,USD,0,5,0,0,0,,,USA
26-Apr-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Generic_Software_Phrase,Phrase,yoga studio management software,USD,0,0,0,0,0,,,USA
26-Apr-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Exact,Exact,yoga studio booking software,USD,0,6,0,0,0,,,USA
26-Apr-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_Software_Exact,Exact,yoga studio software,USD,0,2,0,0,0,,,USA
26-Apr-21,EK_Generic_Swimming_Singapore,Swimming_Pool_Reservation_System_Exact,Exact,swimming pool reservation system,USD,0,1,0,0,0,,,USA
26-Apr-21,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Exact,Exact,pilates studio software,USD,0,1,0,0,0,,,USA
3-May-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_Software_Phrase,Phrase,yoga studio software,USD,8,255,65.66,0,2,"$1,188",4-May-21,USA
3-May-21,EK_Generic_Swimming,Pool_Reservation_System_Exact,Exact,pool reservation system,USD,5,54,53.69,1,1,,,USA
3-May-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_App_Exact,Exact,yoga studio app,USD,4,22,11.73,0,0,,,USA
3-May-21,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Exact,Exact,pilates studio software,USD,4,9,39.16,0,0,,,USA
3-May-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_Software_Exact,Exact,yoga studio software,USD,2,90,23.06,0,0,,,USA
3-May-21,EK_Generic_Swimming_Singapore,Swimming_Pool_Booking_System_Exact,Exact,swimming pool booking system,USD,1,7,6.74,0,0,,,USA
3-May-21,EK_Generic_Swimming_Canada,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,1,8,1.92,0,0,,,USA
